#1_id	#2_content	#3_label
TRAIN_8288	الله يبارك فيك كابتن خليفه .	ksa
TRAIN_3827	تمام ، ماينفع نرجع لذكريات الجامعة . . شارك واربح . .	ksa
TRAIN_4203	لا دا مسلسل	egypt
TRAIN_16405	نصيحة السويلم وسامي ارجل منكم أمس لا حس ولا خبر لكم طلع جمهور ناديكم هو من يدافع عنه أما أنت وامثالك مجرد خيخة . .	ksa
TRAIN_12124	نص الشعب العراقي هيج	iraq
TRAIN_11574	اخش أجبلك ألبوم صورك ؟ URL	egypt
TRAIN_11667	USER تف من بئك	kuwait
TRAIN_10322	اه وربنا لسه URL …	syria
TRAIN_14332	USER بكل أمانه أستاذ جمال أنا أحبك في الله إنت إتحادي أصيل هذي ما فيها نقاش أبدا	bahrain
TRAIN_7177	اومال بيجولي في الشتا ليه ؟	egypt
TRAIN_19117	سهل لاوالله بس ان شاء الله نقدر نفوز	egypt
TRAIN_734	احسن علشان مذاكر و بعدين غاليه جدا	egypt
TRAIN_8047	الله يرحمه ويسكنه الجنه ويعيظكم يا آل هتيله ويعصم على قلوب هله بالصبر والسلوان	syria
TRAIN_18593	قلبي والله وانتى قمرين URL …	egypt
TRAIN_10577	حان وقت متابعة مسلسلاتي اتمنى محد يزعجني ويككلمنيي لاني انهار اذا قطعت الحلقه . .	syria
TRAIN_7317	خرطي يقول في الخرطي	algeria
TRAIN_12183	مية بلمية يا غالية	iraq
TRAIN_9411	اه الجو هنا بقاله يومين عالمي بصراحة	egypt
TRAIN_749	حسب علمي مهدرش عليهم كي كان في الجزائر . واقيلا كي حرق لفرنسا هدر في قناة الأمل	algeria
TRAIN_12933	I'm not interested anymore ! Malheureusement c'est trop tard ! الصيف ضيعت اللبن !	morocco
TRAIN_1306	مستحيل توصل الصواريخ المذكورة ل هالمسافة	ksa
TRAIN_8042	USER حملة بيريز ! ! الظاهر توماس ما يعرف ان بيريز فاز رسميا	iraq
TRAIN_1895	بدري الكلام عن الصدارة يا ناس	ksa
TRAIN_7232	بغض النظر عن كل الكلام المذكور ان كان صحيح او خطأ . . الهندسه الي بالصوره بديعه Ali Isa URL	iraq
TRAIN_8363	كذا منا و منهيك	algeria
TRAIN_20602	أسبوعين ف السكن ! أعوذ بالله كأنهن شهرين	oman
TRAIN_13768	هلا عنجد اية بتغني ؟	syria
TRAIN_6685	عيل ما يخلص ملل	oman
TRAIN_20187	صمود او بهذله	yemen
TRAIN_15991	ايه الموضوع ده اصلا ؟ ؟ URL …	lebanon
TRAIN_7700	بأصلة ؟ والله طول عمري سمعتها محد عمل بصمة وياي واظل اصفن شنو يعني	iraq
TRAIN_20235	موجود يالذكي ع طول ترد بدل لا تشكر الرجال	oman
TRAIN_20344	نحن عارفين وين	libya
TRAIN_280	قاعدة على الطريق وبشتكي لحالي لو حابة تعاليي	palestine
TRAIN_10814	اووف ابالك البداية	oman
TRAIN_4292	وايد يبچي الموضوع	morocco
TRAIN_6878	شيلة عود علي { وين الوليف اللي جفاني } كلمات عارف بن درهم الوايلي اداء درمان	ksa
TRAIN_682	بالله عليك هو دا تويته حد بيفهم	egypt
TRAIN_16513	هه هو بتجيبو الاسامي دي منين	iraq
TRAIN_5886	وعليكم السلام ورحمة الله وبركاته . خليت حتى فات الغداء وجيت	algeria
TRAIN_12648	اخش اجبلك سطر الكرااشات من جوه	egypt
TRAIN_14878	شنو هذا ياخرا هذا شكله شكل واحد ينشره	iraq
TRAIN_10656	مسكين بدوي يشف ماعلابالهش بلي مين يكملو من الكأس يرجعو ل يتنحاو ڨاع	algeria
TRAIN_9270	الله يحميكن يا رب	lebanon
TRAIN_3039	يوم إن جدك وتق القفل بالدار= بيت الشعر مفتوح صبح وعشية . للضيف ريف للمعادين جبار = نرد العياض ولانهاب المنية . #ايه ي بعد حيي وميتي	ksa
TRAIN_844	خايفين من قيسون	tunisia
TRAIN_13435	حتى كيف تبدا مشنوق يحسدوك على خاطرك تتدرجح – dégoûté	tunisia
TRAIN_5528	هه لا حول ولا قوة الا بالله كي تكثر الزنجبيل و يحرقالك الخلايا العصبية تاع مخك URL …	algeria
TRAIN_8658	ارك فوكسي مو فلر ؟	yemen
TRAIN_5871	يارب هالمره بعد .	kuwait
TRAIN_7147	اصمخيه ثاني مره ماعاد يتخبث	syria
TRAIN_12731	لان هذا من أجيل طيبين وأكيد عدكي ذكريات طيبة و انتي هم طيبة هه تحياتي	iraq
TRAIN_18574	خلاص هاردلك ارسنال	ksa
TRAIN_11588	المعلق روحه سالفه URL …	uae
TRAIN_8610	الله لا يردو	algeria
TRAIN_11257	احنا يلي النا دخل هه	palestine
TRAIN_11463	أخلق معي حديثا لأني مش طايقه حدا غيرك .	ksa
TRAIN_121	المسامح كريم الله يخليكم لبعضياتكم	morocco
TRAIN_19588	يسلم قلبك ياارب	algeria
TRAIN_20031	ورايا مذاكره كتيير انا URL	egypt
TRAIN_9849	بحبها وحبيتها اكتر والله URL	egypt
TRAIN_14003	' حضرت حفل غنائي كسرت عظم حبيت من طرف واحد تبرعت بالدم ركبت سيارة شرطة صفعت شخص ركبت سيارة إسعاف بكيت طوال الليل صبغت شعرك شفت شخص يموت \ ' شخص ميت \ ' اغمى عليك شفت شبح قمت بعمليه جراحيه رسبت مره فالمدرسه URL … '	algeria
TRAIN_6700	جاتني الدوخه فالصباح فاش ضرب	morocco
TRAIN_16320	كل عام وانت بخير چم عمرك	morocco
TRAIN_8144	كللهم كده بالعكس انا مش بختار مغفلين	egypt
TRAIN_3017	ابكل صدق وابظمير صاحي الاختيار رقم ( ( 3 ) )	libya
TRAIN_10583	مطلوب منك #متعيطش عشان ميتقالش عليك #ضعيف . . مطلوب #تضحك عشان ميتقالش عليك #كئيب . . مطلوب #تموت من جواك عشان تعرف #تعيش . .	egypt
TRAIN_2032	هناك أشخاص لو رميتهم بالحذاء لصرخ الحذاء قائلا صكه بالثانيه تكفه	morocco
TRAIN_4551	تحية خاصة ليه و الله	egypt
TRAIN_1690	يارووحي سمعتي الكلام وجيتي	egypt
TRAIN_9490	لا ابردي الباقي شوي وبيطول	syria
TRAIN_20765	وقد يأتيك الإبتلاء على هيئة رئيس النادى ! ! ربنا يفكنا منك يا مرتضى	egypt
TRAIN_13746	يا كلبة كان يحكي على برنامج السكن ولا غير تحبي تشعلي برك انتي الله يشعلها في راسك انتي وهذاك كبير الوذنين تفوو عليكم	algeria
TRAIN_6087	ونعم يوم هذا الخير محد يريده هه	oman
TRAIN_6406	هو لا حياة بعد الطبيه بس انا مخدتش الاجازه ي عقلي والله	egypt
TRAIN_10247	المسلسل فظيع الصراحه	egypt
TRAIN_13870	وانت بالف خير حسين شكرا الك	palestine
TRAIN_9272	اكل نجاح انت الثاني	iraq
TRAIN_13165	وهي عامله ايه دلوقت ؟	egypt
TRAIN_11126	كلهم ماينفعون لنصر شوف مدرب حقق بطولات	ksa
TRAIN_19401	ودي اجرب اعيش اسبوع بدون كرامه ولا كبرياء احس بيصير اسبوع لذيذ	egypt
TRAIN_3273	وحشتني يا ابو سيفين كانت هناك سيدة تحب القديس العظيم أبوسيفين كثيرا جداا كانت دائما تقوم صباحا وتقبل الصورة وتقول ( صباح الخير يا أبو سيفين ) وفى المساء تقبل الصورة … URL …	egypt
TRAIN_20183	USER هدا المخرج صاح	uae
TRAIN_6585	ذكر القندس يحوس على زوجة تعرف كل شيء عن الجنس ، ، لكن عمرها ما شافت حتى قبلة في التلفاز ، ! المهم يحوس عليها قحبة بلي paramètres d'usine	algeria
TRAIN_14566	مسكينه كتهضر بالعاطفه وتتحلوس يمكن صغيره ماعارفاش مرفوع عليها القلم لاتجادلي المرفوع عليهم القلب	morocco
TRAIN_11430	ماشاءالله الله يجعلها قرة عينك	ksa
TRAIN_12929	برافوا عليك سيدي الدويلة كعادتك دائما تقصفهم تحت الحزام الله يجعل منك الزرع والزريعة .	morocco
TRAIN_12809	USER طول ما المرأة مغطيه حالا سواد بسواد ولا يحق لها الرفض والاعتراض وحقوقها منتهكة لن يتقدم المجتمع	iraq
TRAIN_8663	الشوف أكبر اصلحك الله الرجاجيل وصلو فوق ولابه من يردهم	syria
TRAIN_13627	' هي ماتت المشاعر ولا من كثر التعب تعبت . . ! ? #إضمامة_شعور	oman
TRAIN_12996	USER القدر يتلاعب بنا بعد الميركاتو السئ راح نقضي شهر ونص بايارا وكروس ولوكا بالوسط والله يستر اذا انصاب واحد منهم	iraq
TRAIN_5739	بس يبني هتفضحنا	tunisia
TRAIN_17130	كان نفسي تقول لا فا اقوم انا عشان ابان فشيخ اجيبلك صورة احمد السقا في فيلم تيتو . . منك للهةيا أخي	egypt
TRAIN_4002	احنا بلهجتنا كذا نكتبها	oman
TRAIN_14143	يلا كده كده انت محضر للعلقه تمام و خد عندك بكره واحد special على العشا كده	egypt
TRAIN_16698	طبعا هذي من 2014	algeria
TRAIN_15435	وليد سليمان ياارب بقي	egypt
TRAIN_14939	USER ماتن الخيازرين المحنايات ولا يسواله شخوط اللابس واللي صمم	iraq
TRAIN_15046	اول مرة بهالموسم أتابعه وصار فيني وجع صاركيف متحملين يلي بيتابعه من البداية ؟ ؟ ! !	iraq
TRAIN_12737	أدى يعنى فى تالته	egypt
TRAIN_5828	USER ستاراك1 سينتيا وصوفيا بالمستشفى أكثر من 3برايمات من غيرهم وعادي وكملو ومن بعد رجعوا عادي	algeria
TRAIN_12861	مين حياخد ٢ اول مرة بحياتو	syria
TRAIN_7026	فدوة يا بخت فدوة يا زمن واحد منكم يجيبه	kuwait
TRAIN_5789	يآ صاحبي من بعد إذنك خلنا نرقد و نرتاح . .	morocco
TRAIN_20581	ركض راح يعدموه URL …	iraq
TRAIN_3145	عربى ولا افرنجى ،	egypt
TRAIN_5217	أنا ترى حنيت لك .	uae
TRAIN_6606	مترديش عليهم سبيهم يولعووا	egypt
TRAIN_16983	انا في التحليل ما بحلل حسب اهواء الشعب وانما بحلل حسب خطط رؤساء الدول المجاورة . . لانو لو عندنا ماسورة فاكيد الدعم بجيها من دول الجوار الوعي السياسي مهم ومعرفة مآرب دول الجوار مهم السعودية والامارات ضد النظم الاسلامية لان النظم الاسلامية فاشلة في الاقتصاد دي وجهة نظري الشخصية	sudan
TRAIN_14890	— علاقات عامة عندي اياه من زمان بس ما كنت اتفاعل عليه كتير صاحبتي خلتني ارجع عليه #curiouscat URL …	palestine
TRAIN_3522	اوك الوعد بالميدان	iraq
TRAIN_31	بعد مشاهدة الحوار لي دارو البارح الغديري في حصة الجزائرية وان . . لن وولن انتخب بنادم . . جملة ميعرفش يكونها . . 1	algeria
TRAIN_13745	ما بعرفك بس شكلك قطاعة	jordan
TRAIN_2873	USER أشوى إنها كانت تقصد السماعات	ksa
TRAIN_20658	يا ترى المغرب عيدو اليوم معانا ولالا	algeria
TRAIN_5988	ابا اطلع ها النفسيه منج وزين ضحكتي	oman
TRAIN_4987	اديهو كورسات عربي ياخ تعبت انا	sudan
TRAIN_9046	مافيه شي يتحكم بنفسيتي كثر شعري	syria
TRAIN_2014	هه مدرب فاشل	iraq
TRAIN_5460	محتاجين كم ليلة اكشن	palestine
TRAIN_8642	لاء ، أسماء وصاحبتها يلي كانت معها عرفتيهم ؟	palestine
TRAIN_17790	ضحايا برونو رد مشرف على الجحفله بس نقول العالميه صعبه قويه	ksa
TRAIN_4065	هو هم هيج داقصد ، وفكرة الهاشتاك هيج هم	iraq
TRAIN_6765	علاه إنتي سألتهم التوانسة لكل ؟ ؟	tunisia
TRAIN_11337	يا رب فرح للناس كلها وانتي الاول	egypt
TRAIN_10723	هه عليك ادوارة حس	libya
TRAIN_3731	أنا بعشق المشهد ده حرفيا URL	egypt
TRAIN_18788	هه والله انك ي #صلاح استقبل جوول رائع بالكعب جناان	egypt
TRAIN_1363	الزبدة = مش كل حد ٱديرلهه سريب .	libya
TRAIN_2842	معليش بتعرفني انت ؟	sudan
TRAIN_12336	فرااغ لسه شهرين ع الجيش ومفيش مسلسلات ولا افلام جديده ف ها URL …	egypt
TRAIN_14421	شفوا كيف يالسين . URL …	uae
TRAIN_17432	اومال لو بعيد الشر اخدت ثانوية عامة على سنتين هتعمل اى	egypt
TRAIN_4694	ألمن ارجع ؟ خلص كل عمري بمحبتك .	qatar
TRAIN_11274	كمان حبين اكتر مني يلا	syria
TRAIN_7221	دوم الناس تشوفك بعيونها بلون لكن بعيوني وصف آخر	algeria
TRAIN_18623	ياحبيبنا يابلديات هه	ksa
TRAIN_14497	حلم ابليس بالجنه بأي بأي حاموره	yemen
TRAIN_11157	USER آىىمين لي وليك	algeria
TRAIN_11897	وين بي الكل ؟ ؟ ما يقوم هو كمان ناطر كلمة الحليف القوي ؟ !	lebanon
TRAIN_11568	- هو صحيح يا بابا كنت بتقعد جمب بنات فى المحاضرة = لا ياابن الكلب انا كنت فى حربية	egypt
TRAIN_874	سلامتك يا ناي اعملك مخصوص يا حبيبي	egypt
TRAIN_17229	رجعلكو اللي ميرحمش #فرجاني_ساسي USER . twitter.com / u462HjTjA4	palestine
TRAIN_17436	USER خو ربي يجيبلك صديق احسن مني سلام عليكم	algeria
TRAIN_8850	الله يحفضك اخاي محمد .	morocco
TRAIN_3724	وكلو في همو سارح .	egypt
TRAIN_12100	ياما رتبنا الحكي وماحكينا .	kuwait
TRAIN_19418	لا احا فعلا URL …	egypt
TRAIN_7108	إرحمنا يا بوراك انت وفيديوهات الأكل إرحمنا .	syria
TRAIN_4050	شيرى هانم عمرها ما فشلت انها تضحكنى URL …	egypt
TRAIN_11828	خليني اتخرج واكون معك شريك	ksa
TRAIN_16456	ابويا مشى و رجعت تاني وحيد بالمنزل	egypt
TRAIN_1318	ليا سافرت يطري لي محمد ومقصد مايغني يتضح لي ! ! اسافر عنہ من ديرة لديرة عساي اسلاھ لكن ما حصلي #تصويري URL	jordan
TRAIN_11336	USER لو ميت احد منا ما يكفينا راس اعلى قومك	iraq
TRAIN_6590	#squaready مع اخويانا باملج الى جزيرة اطاويل URL	tunisia
TRAIN_12101	ليش فضحت روحك	iraq
TRAIN_9842	اقفى صيبها واقبل زغيبها	ksa
TRAIN_8356	عايزه شيكولاتات وشيبسيات وبيبسي وحاجات حلوه كتير دلوقتي والساعه ونص بليل	egypt
TRAIN_20045	ملا خوافين كان جيت في بلاصتهم راني . . URL …	tunisia
TRAIN_10120	ضلي حاولي لحتى الله ياخدك	palestine
TRAIN_621	سبرايز بطعم صدمه ومشكله	iraq
TRAIN_20229	الف مبروك كوتش كريم وتستاهل كل خير وبأذن الله ربي يوفقك في كل استحقاقات القادمة تمنياتي لك بتوفيق	iraq
TRAIN_13704	وين الله وتطيح ع وجهك URL	iraq
TRAIN_7341	شهادة بعتز فيها من ساخن متلك	syria
TRAIN_18103	#منخفص_الغفران عجبني المنظر من #تصويري URL	oman
TRAIN_20208	ما يحتاج تتعب حالك	algeria
TRAIN_8395	انتي المية المية . . الله يبارك فيكي يارب	palestine
TRAIN_4239	هو هاد الصيفي اللي بدو اعوض فيه !	palestine
TRAIN_18491	' : اذان الفجر يجيب لك خمسين فتوة تبيح الإمساك قبل \ ' حي على الفلاح \ ' اذان المغرب يفطر على كحة المؤذن '	ksa
TRAIN_5412	انت شو دخلك	algeria
TRAIN_9929	انا بطالب باعادة توزيع الغباء لان من الواضح انى اخدته كله لوحدى	egypt
TRAIN_8574	الغبى هيفضل طول عمره غبى معروفه يعنى	egypt
TRAIN_13504	انا وانتي واحد ي قلبي — ايه يا سكر URL …	egypt
TRAIN_3048	لولا وجودك معايا مكنش للسهر حلاوة	egypt
TRAIN_4889	USER نلم نفسنا ونبطل خناقات ؟ URL …	egypt
TRAIN_5485	برسلك المحترف ف الانستا وشيكي عليهم	oman
TRAIN_16254	والشوق الك قتال عدد الرمال يحرقني	egypt
TRAIN_4315	اكيد بتطلب الطلاق	iraq
TRAIN_3504	خليها ساكته خليتني انجي من الوسيطة لعند شحات وتلفونك خارج التغطية بعدها قتلي روحت	libya
TRAIN_4444	ويسلم ذوقش أخت رند	ksa
TRAIN_8490	والله يخو تعبان نفسيتي شوي مشتاقلك قد الدنيا يا نص	palestine
TRAIN_8779	لاحجي ناصبات كمين لرجولتهن	iraq
TRAIN_5140	كل العالم got engaged الا انا وشوية من الصالحين ، الحمدلله .	tunisia
TRAIN_19976	و ان كنت اقدر احب تاني . . هحبك انت ! #الست	morocco
TRAIN_5667	اللي بيقع من السماء تتلقاه الأرض	algeria
TRAIN_12097	كيف يسألوك شعملت في ال semestre لولا : ' D xD URL	tunisia
TRAIN_4151	اول مرة تحكي صح	ksa
TRAIN_14684	USER اليوم تجمعنا بعد الدوام نبي نحدد الموقع للقاء جميعا	ksa
TRAIN_8450	بقدرش لانه بنام بالنهار ، حياتي صعبة شوي ما عليك انت	palestine
TRAIN_20389	اساسا القهوة المره تأخذ معاها شكلاطه حاجة من لا اخر	libya
TRAIN_1397	نهار لا تفشلنا ترى صورة العرض إلي حاطها فوتوشوب	bahrain
TRAIN_17541	ربك ستار بردو	lebanon
TRAIN_7973	جرب غر رد بالك تشنق	libya
TRAIN_11149	احسني زعلانه زعل كبير اكبر من قلبي حتى ياخي .	ksa
TRAIN_1553	كايضحكو هاد الخراوات هه URL …	morocco
TRAIN_15144	علميني به وادرس الوضع	ksa
TRAIN_6193	على العموم باقي البرونزية بإذن الله يجيبونها	ksa
TRAIN_13646	بوقتها ما كانت غلطة و انت اول واحد كنت مع التفاهم	lebanon
TRAIN_13933	المصاطب والجنبات مع الشلة بس والله URL …	yemen
TRAIN_6421	سمحلي نسولك واش كتهضر بالصح اولا غير سخرية سوداء ؟	morocco
TRAIN_9430	ربنا يشفيه ياحبيبي ويقومه بالسلامة	egypt
TRAIN_14410	انا اقفل الموب خالص وافصل الكهربا عن الشقه وال يرن يتفلق بقى عشان انا زهقت وجبت اخري	egypt
TRAIN_5477	انشالله لكل حدا بيستاهل Thank u habibi	syria
TRAIN_11148	اصتبحي على الصبح يا سهيلة	egypt
TRAIN_20823	كوعي بعاط نيخك مارك لن يفهمها اﻻ اﻻخ النظيف وشيكرآ تصحبون على ما تتمنون - يشعر ب التعب	iraq
TRAIN_11169	اي و نفسية كمان URL	syria
TRAIN_7740	' \ ' عطيتو ليستة في الناس الحاضرين \ ' معناه من أعضاء هيئة الترجي و غيرو . Stop putting words in people's mouths . . that's just shameful behaviour and unacceptable . Don't care about the game , don't twist and alter people's words to your favour . . URL … '	tunisia
TRAIN_15760	وليه مو نايم هه	yemen
TRAIN_15620	هه ولا اهضم حبيت	lebanon
TRAIN_2544	شو الجو عندكم في غزة الان	algeria
TRAIN_15487	عندي سالفه بس مستحيه اقول	uae
TRAIN_5687	ذكريني اوريش قريداتي عشان تحمدين ربش	kuwait
TRAIN_4876	' خد برأيي . . وعد لإكمال دراستك ، لا زلت متفوقا على بلاهة الغالبية ممن أكملو المسير \ ' . '	algeria
TRAIN_6532	هه خوب هذا مو اني . . URL	iraq
TRAIN_1966	بالمناسبة تبون ماسمعش بصحابنا الي كانو شيتو و يسبو في الحراك وشكر تيزي وزو وبجاية	algeria
TRAIN_3693	دعارة ايه ؟ يخربيت النجس الي رباكي	egypt
TRAIN_3628	حر صح ؟ ! قل : ( ﺎللھم ﺎجرني من نار جھنم ♡ )	oman
TRAIN_18412	وانت بألف خير حاولي دائما يوم عيد ميلادك اعملي اشي جديد وابعدي عن اي اشي يعكر مزاجك نصيحه	palestine
TRAIN_13873	توأمي هاي نعمه عدك : (	iraq
TRAIN_8100	لما مافيك تفرق بين الوهم والمنطق	ksa
TRAIN_5143	احلى اداء يسطي	egypt
TRAIN_14965	تسلم يا غالي	sudan
TRAIN_6182	كسم بورسعيد ي جماعه ، كسمين ام بورسعيد	tunisia
TRAIN_12078	شكلك شرس اوي — دا كيوط وقمر URL …	egypt
TRAIN_16174	لسا بيرتفعوا اكتر من هيك هي مفاضلة اولى	syria
TRAIN_7297	ايه ده هو ممكن ولد يكون عايز ينام مع بنت لمجرد انه بيحبها مش نفسه فيها ؟ URL …	egypt
TRAIN_13168	كل سنه وانت طيب ي ميعوو URL …	egypt
TRAIN_1939	لا وبيقولولك في أزمة بنزين بالبلدطب وفروا يا جماعه ما بدها هالقد	lebanon
TRAIN_18167	هه شفيك علي	ksa
TRAIN_12828	دفعه ٣ ثانوي بتاعه كاس العالم .	tunisia
TRAIN_19887	عبينا اوخلاص خليها عالله	libya
TRAIN_2261	ريأكشن الولد موتني URL …	egypt
TRAIN_14811	والله من كثر الجوع جلست اسوي لعيوني ايلاينر	oman
TRAIN_12496	مو شرط يجيك بأسلوب مقرف ( جربيني )	ksa
TRAIN_16877	ثريد القطاوة اللي صورتهم في حياتي URL	oman
TRAIN_6517	لكيت روحي مسوي ريتويت بالغلط عله هاي التويته هاي شوكت غير تكليلي	iraq
TRAIN_240	رايحه وين دورين عيوره	iraq
TRAIN_12942	يا ريت يشيلوا الخبرة إياهم في المسبار كدة تكون المهمة ناجحة	yemen
TRAIN_5855	يعافيك في الليل نتفاهموا قزومة	algeria
TRAIN_3816	هقول ايه مش لقيه حاجه اقولهاا	egypt
TRAIN_11322	حجي عمر من تكون انت بمحل رب العالمين عود تعال تفلسف اما حاليا يفضل ان تنلصم احسن لك	iraq
TRAIN_18248	USER اه جنتنا بهذا الوصف حرام عليك	algeria
TRAIN_18639	شنو هل الجماال	iraq
TRAIN_6847	قديش ما عايشين الوهم الفواسد هذيما	libya
TRAIN_7672	ربي يعين الرجال URL …	tunisia
TRAIN_5679	أو ع الأمتحانات URL …	egypt
TRAIN_3098	USER نورتي بروفايلي لبى عينك انا احوبك	jordan
TRAIN_1664	حركيه وخن نخلص	iraq
TRAIN_4542	حااضر من عنيا	egypt
TRAIN_10747	كل سنة وأنتو حبايبنا	tunisia
TRAIN_1155	وبعدين مع فيتيل من بعد كندا غاب تماما	syria
TRAIN_9012	يما من غيره و حقد البنات بس	jordan
TRAIN_20312	نهارك مبروك خويا	algeria
TRAIN_12305	خلي استيشن تنفعك يا حوده يا زيرر النساء	egypt
TRAIN_4367	فد تويته فرنسي بداعت العزاز	iraq
TRAIN_15158	أكثر الجماهير والمغردين يباركون لبعض وهم مالهم نفس وأنا أولهم	syria
TRAIN_6266	عادي امكن يتكلم عن المحبة والعلاقات الروحية وبعدها يدور عن افراغ شهوتو فقط	oman
TRAIN_2513	ما هو 20 أغنية فى ألبوم واحد كتير بردو يا حماقى ! أسمعهم امتى دول ؟	egypt
TRAIN_6881	اتلسعت ؟ اني اسف	egypt
TRAIN_6370	USER رحت وأخيرا مبروك تتهني اجازتكم اكثر	oman
TRAIN_6922	مرابط ماهو موجود الله يستر	ksa
TRAIN_6595	يستاهل لان د يشتغل ويأكل برأس الزواج	iraq
TRAIN_19191	علم الانتداب الفرنسي علمك يا ثورجيه . . لو تخليك في استانبول وتحلي عن كتف العرب يا إم علم	palestine
TRAIN_13455	بحال قضية ديال مورينهو و توتنهام هه غير سلاو مع بوكيتينيو جابو مورينهو	morocco
TRAIN_15979	درهم عدس عشرة شعرية مخلطة هي و المحمصة درهم حمص درهم فورص رطب كنور بكري ؤ حك مطيشة و عمت السعادة في البلاد بمية وتلاثين ريال : )	morocco
TRAIN_10044	خلص انا بستسلم مالي بهالجو أبدا أنا	syria
TRAIN_7374	عندك حق والله . . ملل وقرف	algeria
TRAIN_8775	يابا انت مش اسوأ من واحد جامعته اسمها كسو	egypt
TRAIN_17886	حاضر يا بيبي	sudan
TRAIN_1584	ما وقتا اشتهي الدونت هلأ ع فكرة !	syria
TRAIN_4397	رجعو مونتويا يقدم موسم رائع مع Valencia و مباراة البارسا خير دليل	morocco
TRAIN_11601	ماتاخذش عليه برشا ، يفرك فيهم	tunisia
TRAIN_8890	يالهوي يا لهوي	libya
TRAIN_11153	USER بالتوفيق عقبال م نشوفش ف عاشقي ٣	oman
TRAIN_17804	الف مبروك وتستاهل كل خير	iraq
TRAIN_11833	USER هيا نديروا عريضة ونبعتوها للوزارة مثلا ولا نسأل أهل الخبرة شونعمل مثلا وكيل الدولة او محامين القضايا الدولية	algeria
TRAIN_4261	' USER \ ' اللي يبغي الدح ما يقول أح \ ' '	oman
TRAIN_18767	' المشكلة إنك ما تقدر تطلب من الناس إنهم يسألوا عنك . \ ' '	ksa
TRAIN_18510	الحمدلله مو توقع	syria
TRAIN_18869	هو من سنة واحده بقي ابنكم و الله الزملكاوية دول شربات	egypt
TRAIN_11656	يبون يزحلقونك مب لازم تلعب URL	qatar
TRAIN_4550	وانت طيب يا عبدالله وتعود عليك الايام بخير	egypt
TRAIN_6294	قالوا راه يخلصلوا الاوكسيجين	algeria
TRAIN_1291	اووه لا كتير	egypt
TRAIN_14064	اويطلع كل واحد علي اصله تصفيه	libya
TRAIN_5768	راح يدفن الشعب بالبلوك بنكرة السلمان	iraq
TRAIN_9393	تبي تغيير معناها	libya
TRAIN_10244	لا تكن لينا يديرو بيك شاربات ولا قاسيا يكسر بيك الجوز كن كالتمر حلو مي الا حكمت العلفة بين ضرسك ضرسة تجي معاها	algeria
TRAIN_13036	USER والله من بعد ما ظهر منكم لحتى يجيكم صدام آخر يعلمكن الأدب على أصوله	syria
TRAIN_19881	باقي لي أربع حلقات وأخلص مسلسلي وأحس إني حزين جدا	ksa
TRAIN_7236	فاان ارتت فخامهه ووسيم حبيبي #TEMPO_SUHO	yemen
TRAIN_11394	كابوس الامتحانات ال مش بيخلص ال هيخلص عليا قبل م يخلص	egypt
TRAIN_6623	الاسود جميل وينفع يغطي عالوزن المثالي	syria
TRAIN_13703	لما النائب يكون بالفعل مخرج من مدرسة بيار الجميل المؤسس . . لما يكون طالع من صفوف المقاومة الطلابية والشبابية . . لما يكون بأعمالو وقلبو كتائبي قبل ما يكون ببطاقتو وزرو . . ساعتها بكون قد ١٠٠ نائب وأكثر وساعتها الإنتصارات للقضية اللبنانية بتكون مضموني ! USER URL …	lebanon
TRAIN_20535	نعيش فقير و ما نكونش خائن و حركي لفرنسا .	algeria
TRAIN_5935	أين المنجل لي يحارب الفساد وراح يرجعلنا الأموال المسروقة	algeria
TRAIN_5769	م عندك فكرة وين ممكن القاهم فالسودان ؟	sudan
TRAIN_7452	909 فولوورز وبصيروا 100 . . همتكوا معي	jordan
TRAIN_10077	الله عطييف كان بدري مو الان	ksa
TRAIN_1812	اعطينا واحد قال الشيخ ربيع كذاب أو الشيخ ربيع لا يصلح حتى على زيبة مواشي أو . . القائمة الطعونات في الأفاضل كثيرة أما السلفيين فأكبر ما قالوه أن الشيخ ربيع جانب الصواب في هذه الفتنة وحفظوا له سابقته فلا تلبس على الناس ودع عنك التعصب بارك الله فيك	algeria
TRAIN_1387	كنت بسف وأقول شويه و هيعلق صورته قام علقها بجد	egypt
TRAIN_11495	صحة الوجه هذه لو عندي راني وزير الصحة توا	libya
TRAIN_18973	الحمد لله انها عدت ع خير الحمدلله	egypt
TRAIN_12637	- لكنك اقسمت على البقاء معي ؟ - البقاء لله وحده انت هتكفر ولا ايه .	ksa
TRAIN_14871	نوب أنا احس بيذلونا كما الدوج	oman
TRAIN_9116	إسمك لحاله بالعرب نوماس ، لا قالوا إسمك يستريح الذيب ، من كثر ماهمك هموم الناس ، ما ألوم راسك لو كساه الشيب ، #ابوي	uae
TRAIN_9131	_ هرجعه _ لا والله _ انسان متهور URL …	egypt
TRAIN_7157	USER يالي متمصدر علينا	ksa
TRAIN_11694	دراجي راه دايخ من $و زيطوط - حشاكم - مدوخو الوسكي whisky	algeria
TRAIN_5422	كنت هجيبلك منها انا غلطانه باي	egypt
TRAIN_9160	راح ندخل ٢٠٢٠ وأكو ناس لسة تحب المالكي انقرضوا فدوة انقرضوا	iraq
TRAIN_3655	واخيراا اجازة بعد شغل 27 يوم متواصل انا مش مصدق نفسي يالمبي	egypt
TRAIN_7842	USER كيف عطلتي كيف ؟ من متى وأنت تختبرين !	ksa
